Id,Prediction
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,1
288,0
289,0
290,1
291,1
292,0
293,0
294,0
295,0
296,0
297,1
298,1
299,0
300,0
301,0
302,0
303,1
304,0
305,1
306,0
307,0
308,0
309,0
310,0
311,0
312,1
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,1
322,0
323,0
324,1
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,1
333,0
334,1
335,0
336,1
337,0
338,0
339,0
340,1
341,1
342,0
343,1
344,0
345,0
346,1
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,1
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,1
364,0
365,0
366,0
367,0
368,0
369,1
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,1
380,0
381,0
382,0
383,1
384,0
385,1
386,1
387,0
388,1
389,0
390,0
391,0
392,1
393,0
394,0
395,0
396,0
397,1
398,0
399,0
400,0
401,0
402,0
403,0
404,1
405,0
406,0
407,0
408,0
409,0
410,0
411,1
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,1
429,1
430,0
431,0
432,0
433,1
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,1
442,0
443,1
444,0
445,0
446,0
447,0
448,0
449,1
450,0
451,0
452,0
453,0
454,0
455,1
456,0
457,1
458,0
459,1
460,1
461,0
462,0
463,0
464,0
465,0
466,1
467,0
468,1
469,0
470,0
471,0
472,1
473,0
474,0
475,0
476,0
477,1
478,0
479,0
480,0
481,0
482,0
483,1
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,1
497,0
498,0
499,0
500,1
501,0
502,0
503,0
504,0
505,0
506,1
507,0
508,0
509,1
510,0
511,0
512,1
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,1
521,0
522,1
523,1
524,0
525,1
526,0
527,0
528,0
529,0
530,0
531,1
532,1
533,0
534,0
535,1
536,0
537,1
538,0
539,0
540,1
541,1
542,0
543,1
544,1
545,0
546,1
547,1
548,1
549,0
550,1
551,1
552,0
553,0
554,1
555,1
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,1
567,0
568,0
569,1
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,1
579,0
580,0
581,1
582,0
583,0
584,0
585,0
586,0
587,1
588,0
589,0
590,0
591,1
592,0
593,0
594,0
595,0
596,0
597,1
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,1
607,0
608,0
609,0
610,1
611,0
612,1
613,0
614,0
615,1
616,0
617,1
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,1
629,0
630,0
631,1
632,1
633,0
634,0
635,0
636,0
637,1
638,0
639,1
640,0
641,0
642,1
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,1
658,1
659,1
660,0
661,0
662,0
663,0
664,0
665,0
666,1
667,0
668,1
669,0
670,0
671,1
672,1
673,1
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,1
684,0
685,0
686,0
687,0
688,0
689,0
690,1
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,1
704,0
705,0
706,0
707,0
708,0
709,1
710,1
711,0
712,0
713,0
714,0
715,1
716,0
717,0
718,1
719,0
720,0
721,0
722,1
723,0
724,1
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,1
735,0
736,0
737,0
738,0
739,1
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,1
753,0
754,0
755,1
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,1
767,0
768,0
769,0
770,1
771,0
772,0
773,0
774,1
775,0
776,0
777,0
778,0
779,0
780,0
781,1
782,1
783,0
784,0
785,0
786,0
787,0
788,1
789,0
790,0
791,0
792,1
793,0
794,1
795,1
796,0
797,0
798,0
799,0
800,1
801,0
802,0
803,0
804,0
805,1
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,1
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,1
826,0
827,0
828,0
829,1
830,1
831,0
832,0
833,0
834,1
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,1
843,0
844,0
845,1
846,0
847,0
848,1
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,1
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,1
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,1
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,1
883,0
884,1
885,1
886,0
887,0
888,0
889,0
890,0
891,0
892,1
893,0
894,0
895,1
896,0
897,1
898,0
899,0
900,1
901,0
902,1
903,1
904,1
905,0
906,0
907,0
908,1
909,1
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,1
918,0
919,1
920,1
921,1
922,0
923,0
924,1
925,1
926,0
927,0
928,1
929,0
930,0
931,0
932,0
933,1
934,0
935,1
936,0
937,1
938,1
939,0
940,0
941,1
942,0
943,1
944,0
945,0
946,0
947,1
948,1
949,1
950,1
951,0
952,1
953,0
954,1
955,1
956,1
957,0
958,0
959,1
960,1
961,0
962,0
963,0
964,1
965,0
966,0
967,1
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,1
980,0
981,1
982,0
983,1
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,1
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,1
1011,1
1012,1
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,1
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,1
1030,0
1031,0
1032,1
1033,0
1034,0
1035,0
1036,1
1037,1
1038,1
1039,0
1040,0
1041,0
1042,1
1043,0
1044,0
1045,0
1046,0
1047,1
1048,1
1049,0
1050,1
1051,0
1052,1
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,1
1061,1
1062,0
1063,1
1064,1
1065,1
1066,0
1067,1
1068,0
1069,0
1070,0
1071,1
1072,0
1073,0
1074,1
1075,0
1076,1
1077,0
1078,0
1079,0
1080,0
1081,0
1082,1
1083,0
1084,0
1085,1
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,0
1094,0
1095,1
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,1
1108,0
1109,0
1110,0
1111,0
1112,1
1113,0
1114,1
1115,0
1116,1
1117,0
1118,0
1119,1
1120,1
1121,0
1122,0
1123,0
1124,0
1125,1
1126,0
1127,1
1128,0
1129,1
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0
1136,0
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,1
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,1
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,1
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,1
1173,0
1174,0
1175,0
1176,1
1177,0
1178,1
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,1
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,1
1204,0
1205,0
1206,1
1207,0
1208,0
1209,1
1210,1
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,1
1224,0
1225,0
1226,0
1227,1
1228,0
1229,1
1230,0
1231,0
1232,0
1233,0
1234,1
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,1
1244,1
1245,0
1246,0
1247,1
1248,1
1249,0
1250,1
1251,1
1252,0
1253,0
1254,0
1255,1
1256,0
1257,1
1258,0
1259,0
1260,1
1261,0
1262,1
1263,0
1264,0
1265,1
1266,0
1267,0
1268,1
1269,0
1270,0
1271,0
1272,1
1273,0
1274,0
1275,0
1276,0
1277,1
1278,1
1279,0
1280,1
1281,0
1282,1
1283,0
1284,0
1285,1
1286,0
1287,1
1288,0
1289,0
1290,0
1291,1
1292,1
1293,0
1294,1
1295,1
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0
1304,0
1305,1
1306,0
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,1
1314,0
1315,1
1316,0
1317,0
1318,0
1319,0
1320,1
1321,1
1322,0
1323,1
1324,0
1325,0
1326,0
1327,0
1328,1
1329,0
1330,0
1331,0
1332,0
1333,1
1334,0
1335,0
1336,0
1337,0
1338,0
1339,1
1340,0
1341,1
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,1
1367,1
1368,1
1369,0
1370,0
1371,1
1372,1
1373,1
1374,0
1375,0
1376,0
1377,1
1378,1
1379,0
1380,0
1381,0
1382,1
1383,0
1384,0
1385,0
1386,0
1387,0
1388,1
1389,0
1390,1
1391,0
1392,0
1393,0
1394,1
1395,0
1396,1
1397,0
1398,1
1399,1
1400,1
1401,0
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1424,1
1425,1
1426,0
1427,1
1428,1
1429,0
1430,0
1431,1
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,1
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,1
1454,0
1455,0
1456,1
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,1
1464,0
1465,0
1466,0
1467,1
1468,0
1469,0
1470,1
1471,0
1472,0
1473,1
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,1
1481,0
1482,1
1483,0
1484,1
1485,0
1486,0
1487,0
1488,0
1489,1
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,1
1502,1
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,1
1511,0
1512,0
1513,1
1514,1
1515,0
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0
1522,1
1523,0
1524,1
1525,1
1526,0
1527,0
1528,0
1529,0
1530,0
1531,1
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,1
1541,0
1542,1
1543,1
1544,1
1545,0
1546,0
1547,1
1548,0
1549,0
1550,1
1551,0
1552,0
1553,0
1554,0
1555,0
1556,0
1557,0
1558,1
1559,0
1560,0
1561,0
1562,0
1563,1
1564,0
1565,0
1566,0
1567,0
1568,1
1569,0
1570,0
1571,0
1572,1
1573,0
1574,1
1575,0
1576,1
1577,1
1578,1
1579,0
1580,0
1581,0
1582,0
1583,0
1584,1
1585,0
1586,0
1587,0
1588,1
1589,1
1590,0
1591,0
1592,1
1593,0
1594,0
1595,0
1596,1
1597,0
1598,0
1599,1
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,1
1607,0
1608,0
1609,0
1610,1
1611,0
1612,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,0
1619,1
1620,0
1621,0
1622,0
1623,1
1624,0
1625,0
1626,1
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,1
1634,0
1635,0
1636,0
1637,0
1638,0
1639,1
1640,0
1641,0
1642,0
1643,0
1644,1
1645,0
1646,0
1647,0
1648,0
1649,0
1650,1
1651,0
1652,1
1653,0
1654,0
1655,0
1656,1
1657,0
1658,0
1659,0
1660,0
1661,1
1662,0
1663,1
1664,1
1665,0
1666,1
1667,0
1668,0
1669,0
1670,0
1671,1
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,1
1682,1
1683,0
1684,0
1685,0
1686,1
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0
1693,0
1694,1
1695,0
1696,1
1697,0
1698,0
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,0
1712,1
1713,0
1714,1
1715,0
1716,0
1717,0
1718,1
1719,1
1720,0
1721,0
1722,0
1723,0
1724,0
1725,1
1726,0
1727,0
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0
1734,1
1735,1
1736,1
1737,0
1738,0
1739,0
1740,1
1741,0
1742,0
1743,0
1744,0
1745,0
1746,1
1747,0
1748,0
1749,1
1750,0
1751,0
1752,1
1753,0
1754,0
1755,0
1756,0
1757,0
1758,1
1759,0
1760,0
1761,1
1762,0
1763,1
1764,1
1765,0
1766,0
1767,0
1768,0
1769,0
1770,0
1771,0
1772,0
1773,0
1774,1
1775,0
1776,0
1777,0
1778,1
1779,1
1780,0
1781,0
1782,0
1783,0
1784,0
1785,0
1786,0
1787,0
1788,0
1789,1
1790,0
1791,1
1792,1
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,1
1805,1
1806,0
1807,0
1808,1
1809,0
1810,1
1811,0
1812,0
1813,0
1814,0
1815,1
1816,1
1817,0
1818,1
1819,1
1820,0
1821,1
1822,0
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,1
1830,0
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,0
1840,1
1841,1
1842,1
1843,1
1844,1
1845,1
1846,0
1847,0
1848,1
1849,0
1850,0
1851,0
1852,0
1853,1
1854,1
1855,0
1856,0
1857,0
1858,0
1859,1
1860,0
1861,0
1862,0
1863,0
1864,0
1865,1
1866,0
1867,0
1868,0
1869,1
1870,0
1871,1
1872,0
1873,0
1874,0
1875,1
1876,0
1877,1
1878,0
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,1
1891,0
1892,0
1893,0
1894,0
1895,1
1896,0
1897,0
1898,1
1899,0
1900,1
1901,0
1902,0
1903,0
1904,0
1905,1
1906,1
1907,1
1908,0
1909,1
1910,1
1911,0
1912,0
1913,1
1914,1
1915,0
1916,0
1917,1
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,1
1925,1
1926,0
1927,0
1928,0
1929,1
1930,0
1931,1
1932,0
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1939,1
1940,0
1941,0
1942,1
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,1
1953,0
1954,1
1955,0
1956,1
1957,0
1958,0
1959,0
1960,0
1961,0
1962,0
1963,1
1964,0
1965,0
1966,0
1967,0
1968,0
1969,1
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,1
1980,0
1981,0
1982,0
1983,0
1984,0
1985,1
1986,1
1987,1
1988,0
1989,0
1990,1
1991,0
1992,1
1993,0
1994,1
1995,0
1996,0
1997,0
1998,1
1999,0
2000,0
2001,1
2002,1
2003,1
2004,0
2005,0
2006,0
2007,0
2008,1
2009,1
2010,1
2011,1
2012,1
2013,0
2014,1
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,1
2023,0
2024,0
2025,0
2026,0
2027,0
2028,0
2029,0
2030,1
2031,0
2032,0
2033,0
2034,0
2035,1
2036,0
2037,0
2038,0
2039,1
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,1
2050,0
2051,0
2052,0
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,0
2061,0
2062,0
2063,1
2064,0
2065,0
2066,1
2067,0
2068,0
2069,0
2070,0
2071,1
2072,0
2073,0
2074,0
2075,0
2076,1
2077,0
2078,0
2079,0
2080,1
2081,1
2082,1
2083,0
2084,0
2085,0
2086,1
2087,0
2088,0
2089,1
2090,0
2091,1
2092,0
2093,1
2094,1
2095,1
2096,0
2097,0
2098,0
2099,0
2100,1
2101,0
2102,0
2103,0
2104,0
2105,0
2106,0
2107,0
2108,1
2109,0
2110,1
2111,0
2112,0
2113,0
2114,1
2115,0
2116,0
2117,0
2118,1
2119,0
2120,1
2121,0
2122,0
2123,0
2124,0
2125,0
2126,0
2127,0
2128,0
2129,0
2130,0
2131,1
2132,0
2133,1
2134,0
2135,0
2136,1
2137,0
2138,1
2139,0
2140,0
2141,0
2142,0
2143,1
2144,1
2145,0
2146,0
2147,1
2148,1
2149,0
2150,0
2151,1
2152,1
2153,1
2154,0
2155,1
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,0
2163,1
2164,0
2165,0
2166,1
2167,0
2168,0
2169,0
2170,1
2171,0
2172,0
2173,0
2174,0
2175,0
2176,0
2177,0
2178,0
2179,0
2180,0
2181,0
2182,0
2183,0
2184,0
2185,0
2186,0
2187,1
2188,0
2189,1
2190,0
2191,1
2192,0
2193,0
2194,0
2195,0
2196,0
2197,0
2198,0
2199,0
2200,1
2201,0
2202,1
2203,1
2204,0
2205,0
2206,0
2207,0
2208,0
2209,1
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0
2216,1
2217,0
2218,0
2219,0
2220,0
2221,0
2222,0
2223,1
2224,1
2225,1
2226,0
2227,0
2228,0
2229,1
2230,0
2231,0
2232,0
2233,1
2234,0
2235,0
2236,0
2237,1
2238,0
2239,0
2240,0
2241,1
2242,1
2243,0
2244,0
2245,0
2246,0
2247,0
2248,0
2249,0
2250,0
2251,0
2252,1
2253,0
2254,0
2255,0
2256,1
2257,1
2258,0
2259,1
2260,0
2261,0
2262,0
2263,0
2264,0
2265,1
2266,0
2267,0
2268,0
2269,1
2270,1
2271,0
2272,0
2273,0
2274,0
2275,1
2276,0
2277,1
2278,1
2279,0
2280,1
2281,1
2282,0
2283,0
2284,0
2285,1
2286,0
2287,0
2288,0
2289,1
2290,0
2291,1
2292,0
2293,0
2294,0
2295,1
2296,1
2297,0
2298,0
2299,0
2300,1
2301,0
2302,0
2303,1
2304,0
2305,0
2306,0
2307,0
2308,0
2309,1
2310,0
2311,0
2312,1
2313,0
2314,0
2315,1
2316,0
2317,1
2318,0
2319,0
2320,0
2321,0
2322,1
2323,0
2324,1
2325,1
2326,0
2327,0
2328,0
2329,0
2330,0
2331,0
2332,0
2333,0
2334,0
2335,0
2336,1
2337,0
2338,0
2339,0
2340,0
2341,0
2342,0
2343,0
2344,1
2345,0
2346,1
2347,0
2348,0
2349,0
2350,1
2351,0
2352,1
2353,1
2354,0
2355,0
2356,0
2357,0
2358,0
2359,0
2360,0
2361,0
2362,0
2363,1
2364,0
2365,0
2366,0
2367,0
2368,1
2369,1
2370,0
2371,0
2372,0
2373,1
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,0
2382,0
2383,0
2384,1
2385,1
2386,1
2387,0
2388,1
2389,1
2390,0
2391,1
2392,0
2393,0
2394,0
2395,0
2396,0
2397,0
2398,0
2399,1
2400,0
2401,0
2402,0
2403,0
2404,0
2405,0
2406,1
2407,0
2408,0
2409,0
2410,0
2411,0
2412,0
2413,0
2414,0
2415,1
2416,0
2417,1
2418,0
2419,1
2420,0
2421,1
2422,0
2423,0
2424,0
2425,0
2426,0
2427,0
2428,0
2429,0
2430,0
2431,0
2432,0
2433,0
2434,1
2435,0
2436,0
2437,0
2438,1
2439,1
2440,0
2441,0
2442,0
2443,0
2444,0
2445,0
2446,0
2447,1
2448,1
2449,0
2450,0
2451,1
2452,0
2453,0
2454,1
2455,0
2456,0
2457,0
2458,1
2459,0
2460,0
2461,0
2462,0
2463,0
2464,0
2465,0
2466,0
2467,0
2468,1
2469,0
2470,0
2471,0
2472,1
2473,0
2474,1
2475,1
2476,0
2477,1
2478,0
2479,1
2480,1
2481,0
2482,1
2483,0
2484,0
2485,0
2486,0
2487,1
2488,0
2489,0
2490,0
2491,1
2492,1
2493,1
2494,0
2495,0
2496,1
2497,1
2498,1
2499,1
2500,0
2501,0
2502,0
2503,0
2504,0
2505,0
2506,0
2507,1
2508,1
2509,0
2510,0
2511,0
2512,0
2513,0
2514,0
2515,0
2516,0
2517,0
2518,0
2519,1
2520,0
2521,0
2522,0
2523,0
2524,0
2525,0
2526,0
2527,0
2528,1
2529,0
2530,0
2531,0
2532,0
2533,0
2534,0
2535,0
2536,0
2537,1
2538,0
2539,1
2540,1
2541,1
2542,0
2543,0
2544,0
2545,0
2546,1
2547,1
2548,0
2549,0
2550,0
2551,0
2552,0
2553,0
2554,0
2555,0
2556,1
2557,1
2558,0
2559,1
2560,0
2561,0
2562,0
2563,1
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2571,1
2572,1
2573,1
2574,0
2575,0
2576,0
2577,0
2578,0
2579,0
2580,0
2581,0
2582,0
2583,0
2584,0
2585,1
2586,0
2587,0
2588,0
2589,1
2590,1
2591,0
2592,0
2593,0
2594,0
2595,0
2596,0
2597,1
2598,0
2599,1
2600,0
2601,0
2602,0
2603,0
2604,0
2605,1
2606,0
2607,0
2608,1
2609,1
2610,0
2611,0
2612,0
2613,1
2614,0
2615,0
2616,0
2617,0
2618,1
2619,0
2620,0
2621,0
2622,0
2623,1
2624,0
2625,1
2626,0
2627,0
2628,0
2629,0
2630,0
2631,0
2632,0
2633,0
2634,0
2635,0
2636,0
2637,1
2638,0
2639,0
2640,0
2641,1
2642,1
2643,0
2644,1
2645,0
2646,1
2647,0
2648,1
2649,0
2650,0
2651,0
2652,0
2653,1
2654,1
2655,1
2656,1
2657,0
2658,0
2659,0
2660,1
2661,0
2662,0
2663,1
2664,0
2665,0
2666,0
2667,1
2668,0
2669,0
2670,0
2671,0
2672,0
2673,0
2674,0
2675,1
2676,0
2677,0
2678,0
2679,0
2680,0
2681,0
2682,0
2683,0
2684,1
2685,0
2686,0
2687,0
2688,0
2689,0
2690,0
2691,0
2692,0
2693,0
2694,1
2695,0
2696,0
2697,0
2698,0
2699,0
2700,0
2701,1
2702,0
2703,0
2704,0
2705,0
2706,0
2707,0
2708,0
2709,0
2710,1
2711,0
2712,0
2713,1
2714,0
2715,0
2716,1
2717,0
2718,1
2719,0
2720,1
2721,0
2722,1
2723,1
2724,0
2725,1
2726,1
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2738,0
2739,1
2740,0
2741,0
2742,0
2743,0
2744,0
2745,0
2746,0
2747,1
2748,1
2749,0
2750,0
2751,0
2752,0
2753,1
2754,1
2755,0
2756,0
2757,1
2758,0
2759,1
2760,1
2761,0
2762,1
2763,0
2764,0
2765,0
2766,0
2767,0
2768,1
2769,0
2770,0
2771,0
2772,0
2773,0
2774,0
2775,0
2776,1
2777,1
2778,0
2779,1
2780,0
2781,1
2782,0
2783,0
2784,1
2785,0
2786,0
2787,0
2788,0
2789,1
2790,1
2791,0
2792,1
2793,0
2794,1
2795,0
2796,0
2797,0
2798,0
2799,0
2800,0
2801,0
2802,1
2803,1
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,0
2811,1
2812,0
2813,1
2814,1
2815,0
2816,0
2817,0
2818,0
2819,0
2820,0
2821,0
2822,0
2823,1
2824,0
2825,1
2826,0
2827,0
2828,0
2829,1
2830,0
2831,0
2832,0
2833,0
2834,0
2835,1
2836,1
2837,0
2838,0
2839,0
2840,0
2841,0
2842,0
2843,0
2844,0
2845,0
2846,0
2847,0
2848,1
2849,0
2850,0
2851,0
2852,0
2853,0
2854,1
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2862,0
2863,0
2864,0
2865,0
2866,0
2867,0
2868,0
2869,0
2870,0
2871,0
2872,1
2873,1
2874,1
2875,0
2876,0
2877,1
2878,0
2879,1
2880,0
2881,0
2882,0
2883,1
2884,1
2885,0
2886,1
2887,1
2888,1
2889,1
2890,1
2891,1
2892,0
2893,0
2894,1
2895,0
2896,0
2897,0
2898,0
2899,0
2900,0
2901,0
2902,0
2903,1
2904,1
2905,0
2906,1
2907,0
2908,0
2909,0
2910,1
2911,0
2912,0
2913,0
2914,0
2915,1
2916,1
2917,0
2918,0
2919,1
2920,0
2921,1
2922,0
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,1
2933,1
2934,0
2935,0
2936,0
2937,0
2938,1
2939,0
2940,0
2941,0
2942,0
2943,0
2944,0
2945,0
2946,0
2947,0
2948,0
2949,1
2950,0
2951,1
2952,0
2953,0
2954,0
2955,0
2956,0
2957,1
2958,1
2959,0
2960,0
2961,0
2962,0
2963,0
2964,0
2965,1
2966,1
2967,0
2968,0
2969,0
2970,0
2971,0
2972,0
2973,0
2974,1
2975,0
2976,1
2977,0
2978,0
2979,0
2980,1
2981,0
2982,1
2983,0
2984,1
2985,0
2986,0
2987,1
2988,0
2989,0
2990,0
2991,0
2992,0
2993,0
2994,1
2995,0
2996,0
